1.0	0.04255319	0.07802306	1.0	0.41689608	0.5	0.037037037	0.0
0.0	0.31914893	0.35638702	1.0	0.42074692	0.0	0.2962963	0.06666667
0.0	0.89361703	0.8715635	0.8333333	0.5066528	0.023809524	0.8333333	0.0
0.0	0.29787233	0.3007526	0.6666666	0.48884585	0.0	0.2777778	0.0
0.0	0.40425533	0.45475638	0.5	0.4151778	0.0	0.37037036	0.05263158
0.0	0.29787233	0.32729608	0.3333333	0.4161332	0.0	0.2777778	0.0
0.0	0.4893617	0.5627539	0.16666669	0.37702703	0.0	0.44444445	0.04347826
0.0	0.34042552	0.34787202	1.0	0.46413627	0.125	0.33333334	0.0
0.5	0.5106383	0.38565958	0.6666666	0.54365003	0.041666668	0.4814815	0.0
0.5	0.31914893	0.27110985	0.3333333	0.56578225	0.06666667	0.3148148	0.0
1.0	0.08510638	0.098217	1.0	0.3301939	0.25	0.074074075	0.0
0.5	0.44680852	0.28730536	1.0	0.66709167	0.42857143	0.44444445	0.04761905
0.0	0.4893617	0.40290135	0.5	0.4228802	0.04347826	0.44444445	0.04347826
0.5	0.4893617	0.51512194	1.0	0.44156766	0.04347826	0.4814815	0.04347826
0.5	0.59574467	0.55049103	0.75	0.5632959	0.14285715	0.5925926	0.035714287
0.5	0.5744681	0.3923877	0.5	0.5354394	0.074074075	0.537037	0.0
0.0	0.4680851	0.38756105	0.25	0.5985394	0.045454547	0.44444445	0.0
0.5	0.59574467	0.43454322	1.0	0.65586627	0.21428572	0.6111111	0.0
0.5	0.38297874	0.30482295	0.6666666	0.5455157	0.055555556	0.37037036	0.0
0.0	0.29787233	0.22069287	0.3333333	0.6466218	0.071428575	0.2777778	0.0
0.0	0.44680852	0.3583401	1.0	0.5633667	0.14285715	0.42592594	0.0
0.0	0.31914893	0.2907434	0.5	0.51670164	0.06666667	0.33333334	0.0
0.0	0.27659574	0.21501975	1.0	0.73782647	0.0	0.3148148	0.0
0.0	0.5106383	0.33622602	0.75	0.7292415	0.0	0.5	0.041666668
0.0	0.27659574	0.22658172	0.5	0.5893515	0.0	0.2962963	0.0
0.5	0.31914893	0.36909744	0.25	0.48944214	0.06666667	0.33333334	0.0
0.0	0.68085104	0.5533352	1.0	0.6024602	0.09375	0.6851852	0.0
0.0	0.42553192	0.3994515	0.6666666	0.5350242	0.05	0.4074074	0.0
0.0	0.5106383	0.38356295	0.3333333	0.58531946	0.0	0.5	0.0
0.0	0.06382979	0.030290907	1.0	0.9326704	0.0	0.055555556	0.33333334
0.0	0.08510638	0.12550867	1.0	0.56924343	0.75	0.074074075	0.0
0.0	0.25531915	0.2631302	1.0	0.42988065	0.0	0.24074075	0.083333336
0.0	0.5319149	0.5894207	0.75	0.5159659	0.0	0.5	0.0
0.0	0.5319149	0.2994521	0.5	0.8615455	0.0	0.5	0.0
0.0	0.23404256	0.1606489	0.25	0.71325296	0.09090909	0.24074075	0.0
0.0	0.34042552	0.26346996	1.0	0.67454666	0.0	0.35185185	0.0
0.0	0.4893617	0.32189423	0.85714287	0.7968646	0.2173913	0.4814815	0.04347826
0.0	0.5319149	0.3456379	0.71428573	0.6058792	0.0	0.5	0.0
0.0	0.5531915	0.37188268	0.57142854	0.62230814	0.0	0.5185185	0.0
0.0	0.17021276	0.12026101	0.4285714	0.69299	0.0	0.16666667	0.0
0.0	0.10638298	0.13171963	0.28571427	0.6221961	0.0	0.11111111	0.0
0.0	0.5319149	0.36846483	0.14285713	0.6025763	0.0	0.4814815	0.0
0.0	0.44680852	0.42771655	1.0	0.5668688	0.23809524	0.42592594	0.0
0.0	1.0	0.90802616	0.75	0.56919694	0.021276595	0.9074074	0.021276595
0.0	0.38297874	0.3364288	0.5	0.51893806	0.055555556	0.35185185	0.0
0.0	0.14893617	0.08776725	0.25	0.71459055	0.14285715	0.14814815	0.0
0.0	0.5744681	0.6475284	1.0	0.5691806	0.037037037	0.5185185	0.037037037
0.0	0.21276596	0.23648493	0.75	0.5803532	0.0	0.2037037	0.0
0.0	0.9574468	1.0	0.5	0.59466374	0.0	1.0	0.0
0.0	0.31914893	0.4276856	0.25	0.5654805	0.0	0.3148148	0.0
0.0	0.61702126	0.81404734	1.0	0.5832374	0.0	0.6296296	0.03448276
0.0	0.12765957	0.18754467	0.75	0.63940626	0.16666667	0.12962963	0.0
0.0	0.27659574	0.22582097	0.5	0.47076315	0.0	0.2777778	0.0
0.0	0.80851066	0.82213813	0.25	0.57655007	0.05263158	0.7592593	0.0
0.0	0.08510638	0.12550867	1.0	0.6920185	0.75	0.074074075	0.0
0.5	0.25531915	0.32353753	1.0	0.53841764	0.16666667	0.25925925	0.0
0.0	0.61702126	0.6064578	0.75	0.52216303	0.20689656	0.6111111	0.0
0.0	0.59574467	0.66425806	0.5	0.49735326	0.071428575	0.5740741	0.0
0.0	0.29787233	0.26325268	0.25	0.5138735	0.0	0.2962963	0.0
0.0	0.29787233	0.27428615	1.0	0.53482217	0.0	0.2777778	0.0
0.0	0.65957445	0.807901	0.85714287	0.6077859	0.032258064	0.6296296	0.09677419
0.0	0.3617021	0.30511257	0.71428573	0.5986377	0.05882353	0.33333334	0.05882353
0.0	0.38297874	0.28051296	0.57142854	0.5813931	0.055555556	0.37037036	0.0
0.0	0.70212764	0.6205162	0.4285714	0.5078288	0.0	0.6851852	0.0
